index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
9838,174114.9,223.334086,217.902735,-19.087484,-19.2553,0.7565035845524616,2.2780197317384676e-07
9839,174132.6,223.363844,217.932791,-19.099013,-19.278147,0.7564350832179983,2.2802278176747848e-07
9840,174150.3,223.393622,217.962229,-19.112132,-19.297113,0.7563679259928083,2.2823942574801137e-07
9841,174168.0,223.423384,217.991785,-19.118405,-19.314897,0.7563004353579454,2.2845731328935415e-07
9842,174185.7,223.451922,218.021632,-19.128181,-19.323683000000003,0.7562322148195256,2.2867772853096824e-07
9843,174203.4,223.482241,218.051764,-19.137941,-19.330109,0.7561632760725722,2.2890063883229672e-07
9844,174221.1,223.511324,218.080992,-19.154383,-19.357668,0.756096341349196,2.2911723712715215e-07
9845,174238.8,223.540602,218.110587,-19.179204,-19.377983999999998,0.7560285016027117,2.2933693322180204e-07
9846,174256.5,223.570475,218.140547,-19.198342,-19.393398,0.7559597588927677,2.295597270052241e-07
9847,174274.2,223.600409,218.170508,-19.192483,-19.378349,0.7558909470773582,2.2978291974729004e-07
9848,174291.9,223.629488,218.200545,-19.191114,-19.370134,0.755821893527257,2.3000707249920538e-07
9849,174309.6,223.658415,218.229155,-19.191764,-19.388536,0.7557560579180815,2.3022094380875657e-07
9850,174327.3,223.688254,218.25894,-19.199581,-19.414296999999998,0.755687453403889,2.3044398073102101e-07
9851,174345.0,223.717181,218.288901,-19.20622,-19.460542999999998,0.75561837642425,2.3066872939514482e-07
9852,174362.7,223.747305,218.318766,-19.216181,-19.527279999999998,0.755549453706122,2.30893151875744e-07
9853,174380.4,223.776469,218.348494,-19.227121,-19.688858,0.7554807805361953,2.3111693697730473e-07
9854,174398.1,223.806014,218.377875,-19.21778,-19.788764,0.7554128435304145,2.3133849469392231e-07
9855,174415.8,223.835848,218.407336,-19.197704,-19.848650000000003,0.7553446561238809,2.315610405090318e-07
9856,174433.5,223.865355,218.437449,-19.182089,-19.863036,0.7552748918485764,2.317889109537674e-07
9857,174451.2,223.894381,218.467238,-19.169613,-19.844268999999997,0.75520581062542,2.3201472792999667e-07
9858,174468.9,223.924952,218.49679,-19.16281,-19.815374000000002,0.7551372124834568,2.3223914047409977e-07
9859,174486.6,223.953802,218.527083,-19.154997,-19.775913000000003,0.7550668253865258,2.3246958646971905e-07
9860,174504.3,223.983504,218.55625,-19.152699,-19.742362,0.7549989885768004,2.3269185650542923e-07
9861,174522.0,224.012797,218.586211,-19.151536,-19.712292,0.7549292375164441,2.3292057621526752e-07
9862,174539.7,224.042189,218.6159,-19.151945,-19.678336,0.7548600520330414,2.331476191552717e-07
9863,174557.4,224.071791,218.645747,-19.156057,-19.648672,0.7547904303500785,2.3337627269581773e-07
9864,174575.1,224.101397,218.675475,-19.130916,-19.582351,0.7547210183504435,2.3360441619990624e-07
9865,174592.8,224.130846,218.704508,-19.119659,-19.538498999999998,0.7546531635891166,2.338276138269535e-07
9866,174610.5,224.160044,218.734972,-19.113018,-19.488543,0.7545818946195687,2.3406222537936117e-07
9867,174628.2,224.190325,218.764548,-19.115971,-19.456961999999997,0.7545126346425972,2.3429040385547495e-07
9868,174645.9,224.220065,218.794062,-19.130432,-19.443130999999997,0.7544434525219661,2.3451850339473168e-07
9869,174663.6,224.249785,218.824484,-19.156545,-19.439982,0.7543720714863813,2.34754038708207e-07
9870,174681.3,224.279467,218.85327,-19.185265,-19.437105000000003,0.7543044630640289,2.349772995624555e-07
9871,174699.0,224.308527,218.883578,-19.207675,-19.440005999999997,0.75423321047042,2.352127778659785e-07
9872,174716.7,224.338347,218.912711,-19.22604,-19.445297,0.7541646529119858,2.3543952687443692e-07
9873,174734.4,224.367853,218.942301,-19.238536,-19.445695,0.754094952232648,2.3567023538229037e-07
9874,174752.1,224.397707,218.971987,-19.244401,-19.434397,0.754024956760885,2.3590210090906893e-07
9875,174769.8,224.42737,219.002447,-19.234836,-19.406503,0.7539530646931554,2.3614043803688034e-07
9876,174787.5,224.456297,219.032191,-19.232125,-19.38566,0.7538827924170592,2.3637359042316675e-07
9877,174805.2,224.48596,219.061629,-19.240337,-19.382561,0.7538131747448455,2.3660475156894734e-07
9878,174822.9,224.515604,219.090773,-19.262396,-19.399739,0.753744185259069,2.3683400396379284e-07
9879,174840.6,224.544974,219.120867,-19.282463,-19.414147,0.7536728767615285,2.3707114804594198e-07
9880,174858.3,224.574423,219.150843,-19.303893,-19.437516,0.7536017768574698,2.373077861994588e-07
9881,174876.0,224.60364,219.180491,-19.306638,-19.445316,0.753531385098098,2.375422519240722e-07
9882,174893.7,224.632899,219.209982,-19.319129,-19.456239,0.7534612970717951,2.3777588870066424e-07
9883,174911.4,224.662424,219.239901,-19.327119,-19.463245999999998,0.753390121393084,2.380133375945448e-07
9884,174929.1,224.69203,219.269335,-19.321496,-19.462093,0.7533200301174391,2.3824735251309903e-07
9885,174946.8,224.722212,219.299044,-19.332027,-19.480013,0.753249214073231,2.384839721814025e-07
9886,174964.5,224.751547,219.328554,-19.345486,-19.519163000000002,0.7531788027223112,2.3871942433917326e-07
9887,174982.2,224.781268,219.358492,-19.358338,-19.55887,0.753107299092042,2.389587169804308e-07
9888,174999.9,224.811102,219.388197,-19.372175,-19.600337999999997,0.7530362810881378,2.391965725490053e-07
9889,175017.6,224.840418,219.41804,-19.39126,-19.658924,0.7529648619454193,2.394359603918872e-07
9890,175035.3,224.870989,219.448054,-19.411114,-19.714575,0.7528929614514428,2.3967715268025103e-07
9891,175053.0,224.89984,219.477625,-19.428842,-19.743571,0.7528220513329883,2.3991521069799404e-07
9892,175070.7,224.929518,219.507216,-19.437225,-19.752515000000002,0.7527510227250381,2.401538536367376e-07
9893,175088.4,224.959647,219.537424,-19.426313,-19.755399,0.75267844019766,2.403979110221499e-07
9894,175106.1,224.989172,219.566279,-19.412154,-19.743747000000003,0.7526090396960876,2.4063145187547264e-07
9895,175123.8,225.018835,219.596545,-19.389373,-19.711990999999998,0.7525361730562043,2.408768490780311e-07
