index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
10522,177804.9,229.368399,223.924448,-22.399577,-22.707896,0.7033332051951416,3.224028178872018e-07
10523,177821.8,229.39894,223.94945,-22.3752,-22.705838,0.7032525598381922,3.2270851246796184e-07
10524,177838.7,229.429347,223.974085,-22.342947,-22.694551999999998,0.7031730234443695,3.2301021180014544e-07
10525,177855.6,229.461497,223.999049,-22.318578,-22.686334,0.7030923489623038,3.233164387883569e-07
10526,177872.5,229.493433,224.023936,-22.287088,-22.660404,0.7030118471603373,3.2362222257553697e-07
10527,177889.4,229.525526,224.048357,-22.261211,-22.629691,0.7029327786890881,3.239227680529311e-07
10528,177906.3,229.55725,224.073473,-22.217005,-22.572371,0.7028513833774278,3.242323711738493e-07
10529,177923.2,229.58911,224.098498,-22.175118,-22.515255,0.7027702055746078,3.245413627284144e-07
10530,177940.1,229.621008,224.123229,-22.143074,-22.462401,0.7026899054390583,3.2484722528591803e-07
10531,177957.0,229.652731,224.147883,-22.128178,-22.432087,0.7026097799668144,3.251526325409593e-07
10532,177973.9,229.68347,224.173407,-22.112471,-22.399231999999998,0.7025267476019232,3.254693408671905e-07
10533,177990.8,229.71469,224.19829,-22.09333,-22.369104,0.7024457225986532,3.2577861008853404e-07
10534,178007.7,229.744593,224.223643,-22.075325,-22.355123,0.7023630879475102,3.26094243940922e-07
10535,178024.6,229.775908,224.248568,-22.066585,-22.351368,0.7022817702317333,3.264050653650763e-07
10536,178041.5,229.807421,224.273993,-22.055895,-22.350473,0.702198741382191,3.267226502678966e-07
10537,178058.4,229.838541,224.298994,-22.054469,-22.346719,0.7021170183603395,3.270354606565995e-07
10538,178075.3,229.87015,224.323981,-22.065749,-22.341051,0.7020352628969013,3.2734861304950513e-07
10539,178092.2,229.901388,224.348669,-22.079931,-22.344634999999997,0.7019544088258449,3.276585279765598e-07
10540,178109.1,229.933386,224.374602,-22.082117,-22.343727,0.7018693948694436,3.2798461796490486e-07
10541,178126.0,229.964239,224.39995,-22.085099,-22.351886,0.7017862168747129,3.283038944035255e-07
10542,178142.9,229.994082,224.425185,-22.094246,-22.394866999999998,0.7017033292256986,3.286222813869699e-07
10543,178159.8,230.023772,224.449744,-22.106699,-22.426918,0.701622584778068,3.2893265167199814e-07
10544,178176.7,230.052298,224.47542,-22.121017,-22.446407999999998,0.7015380863151616,3.2925767984304244e-07
10545,178193.6,230.082045,224.500426,-22.143453,-22.460554000000002,0.7014557125061324,3.2957476026052035e-07
10546,178210.5,230.113806,224.526297,-22.166997,-22.476771999999997,0.701370405725514,3.2990336445992696e-07
10547,178227.4,230.144312,224.551356,-22.177878,-22.480903,0.7012876953047872,3.302221938672467e-07
10548,178244.3,230.175783,224.576746,-22.188742,-22.489441000000003,0.7012038108223221,3.305457778601806e-07
10549,178261.2,230.206946,224.602133,-22.213843,-22.540093000000002,0.7011198540385317,3.308698709458824e-07
10550,178278.1,230.237585,224.627714,-22.239892,-22.612643000000002,0.7010351723878717,3.311969955510641e-07
10551,178295.0,230.268572,224.653067,-22.265759,-22.67674,0.7009511628570388,3.31521755270181e-07
10552,178311.9,230.298106,224.678572,-22.2945,-22.733518,0.7008665665112087,3.3184901665483935e-07
10553,178328.8,230.32733,224.704211,-22.318616,-22.768371,0.7007814415082114,3.321785590482129e-07
10554,178345.7,230.355914,224.730315,-22.341936,-22.798004,0.7006946857622347,3.325146583632588e-07
10555,178362.6,230.384482,224.755145,-22.374549,-22.836354,0.700612082625745,3.3283489858648707e-07
10556,178379.5,230.413393,224.781306,-22.406709,-22.875785999999998,0.7005249654910736,3.3317288056222694e-07
10557,178396.4,230.443316,224.806735,-22.446977,-22.927171,0.7004402011286871,3.335019728711863e-07
10558,178413.3,230.474341,224.832587,-22.464912,-22.954683000000003,0.7003539408908248,3.338371138972285e-07
