index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
6372,112766.7,121.089575,116.287283,-8.400932,-7.029696999999999,,
6373,112784.4,121.119437,116.313284,-8.418476,-7.046915,,
6374,112802.1,121.147955,116.339148,-8.433346,-7.0704080000000005,,
6375,112819.8,121.177939,116.364645,-8.446447,-7.079298999999999,,
6376,112837.5,121.207022,116.390768,-8.452077,-7.084599999999999,,
6377,112855.2,121.236517,116.416785,-8.455037,-7.085738000000001,,
6378,112872.9,121.266089,116.442099,-8.464276,-7.0913699999999995,,
6379,112890.6,121.295081,116.467841,-8.466951,-7.095505,,
6380,112908.3,121.325003,116.493826,-8.493079,-7.1219079999999995,,
6381,112926.0,121.354361,116.520254,-8.501649,-7.1334230000000005,,
6382,112943.7,121.383444,116.545599,-8.512358,-7.149468000000001,,
6383,112961.4,121.413092,116.571753,-8.530141,-7.1776420000000005,,
6384,112979.1,121.442282,116.597571,-8.54408,-7.182314999999999,,
6385,112996.8,121.471182,116.623144,-8.549717,-7.1870259999999995,,
6386,113014.5,121.500937,116.649603,-8.557675,-7.193764,,
6387,113032.2,121.530219,116.675818,-8.562381,-7.199628000000001,,
6388,113049.9,121.559012,116.701895,-8.577476,-7.208741000000001,,
6389,113067.6,121.588339,116.727698,-8.598217,-7.236884,,
6390,113085.3,121.617773,116.753699,-8.613009,-7.251641,,
6391,113103.0,121.646902,116.779608,-8.625725,-7.267899999999999,,
6392,113120.7,121.677069,116.805792,-8.636643,-7.281751,,
6393,113138.4,121.706503,116.831793,-8.640158,-7.284642,,
6394,113156.1,121.735525,116.858252,-8.643942,-7.283040999999999,,
6395,113173.8,121.765036,116.884116,-8.658129,-7.29274,,
6396,113191.5,121.794806,116.910757,-8.672858,-7.308325999999999,,
6397,113209.2,121.824438,116.936469,-8.690302,-7.321883000000001,,
6398,113226.9,121.853751,116.962485,-8.703873,-7.336017999999999,,
6399,113244.6,121.883215,116.988989,-8.720075,-7.3578209999999995,,
6400,113262.3,121.912619,117.015173,-8.729186,-7.370757,,
6401,113280.0,121.941763,117.041312,-8.740665,-7.383391,,
